nameOrig,nameDest,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,origin_balance_change,destination_balance_change,amount_origin_ratio,amount_destination_ratio,ANOMALY_SCORE,STATUS
C215160344,C1283980103,TRANSFER,6870750.15,0.0,0.0,10403892.39,17274642.54,0.0,6870750.1499999985,6870750.15,0.6604018219375468,-0.12285101162720469,Flagged for Review
C838092116,C1653844940,TRANSFER,7189317.93,0.0,0.0,9876176.08,17065494.0,0.0,7189317.92,7189317.93,0.7279454258225997,-0.12285101162720469,Flagged for Review
C1567385742,C1552916967,TRANSFER,6890244.26,0.0,0.0,10355592.76,17245837.02,0.0,6890244.26,6890244.26,0.6653644802690676,-0.12285101162720469,Flagged for Review
C1112899151,C1862951630,TRANSFER,7586004.92,0.0,0.0,8580963.96,16166968.88,0.0,7586004.92,7586004.92,0.8840503317939197,-0.12280046494545283,Flagged for Review
C414724684,C4383350,TRANSFER,8788768.63,21372.0,0.0,15905932.18,24694700.81,21372.0,8788768.629999999,411.2089379123193,0.5525465579756699,-0.12278049905385746,Flagged for Review
C722225937,C1758178038,TRANSFER,3282456.42,0.0,0.0,4160620.33,9687197.56,0.0,5526577.23,3282456.42,0.788934190269125,-0.12268032452579447,Flagged for Review
C255075329,C76338275,TRANSFER,10000000.0,2512.0,0.0,160485.05,13029463.55,2512.0,12868978.5,3979.307600477517,62.31071174098933,-0.12248605742388363,Flagged for Review
C968715815,C111583223,TRANSFER,7355885.66,25983.71,0.0,23147850.36,30503736.02,25983.71,7355885.66,283.0851550777361,0.31777833482683987,-0.12238933768730142,Flagged for Review
C209400554,C1793854209,TRANSFER,7789254.02,0.0,0.0,8094718.45,15883972.48,0.0,7789254.03,7789254.02,0.962263617425308,-0.12211931616671234,Flagged for Review
C1925419149,C887638355,TRANSFER,6097562.5,0.0,0.0,10576112.92,16673675.42,0.0,6097562.5,6097562.5,0.576540924778541,-0.12193026868209689,Flagged for Review
C1150049935,C1527644653,TRANSFER,7582037.6,0.0,0.0,9269797.99,16851835.59,0.0,7582037.6,7582037.6,0.8179290196237577,-0.12182945046565608,Flagged for Review
C1205401037,C207069976,TRANSFER,10000000.0,20098.0,0.0,484384.53,13560667.36,20098.0,13076282.83,497.53719090502017,20.64471248759227,-0.12180519214901586,Flagged for Review
C951363139,C241707602,CASH_OUT,10000000.0,10000000.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0.99999990000001,10000000.0,-0.12159949960971217,Flagged for Review
C677394894,C1866259073,CASH_OUT,10000000.0,10000000.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0.99999990000001,10000000.0,-0.12159949960971217,Flagged for Review
C1162717928,C2053317483,CASH_OUT,10000000.0,10000000.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0.99999990000001,10000000.0,-0.12159949960971217,Flagged for Review
C1715183027,C669282343,TRANSFER,3270776.13,0.0,0.0,20001146.85,23271922.98,0.0,3270776.129999999,3270776.13,0.16352942113769733,-0.12155330308250256,Flagged for Review
C1368540896,C2114142205,TRANSFER,3471685.38,0.0,0.0,18670075.72,22141761.09,0.0,3471685.370000001,3471685.38,0.18594917589604848,-0.12155330308250256,Flagged for Review
C1195325660,C889293944,TRANSFER,10000000.0,21702.0,0.0,5953060.29,17003864.55,21702.0,11050804.260000002,460.7657927475464,1.6798080034549754,-0.12153310484673951,Flagged for Review
C205739125,C648106803,TRANSFER,8573543.6,106764.0,0.0,0.0,8573543.6,106764.0,8573543.6,80.30294197536645,8573543.6,-0.12149444795285325,Flagged for Review
C1683310872,C1880547895,TRANSFER,7131271.65,0.0,0.0,9525404.44,16656676.09,0.0,7131271.65,7131271.65,0.7486580697188676,-0.1214892371516062,Flagged for Review
C1947249720,C1818201641,TRANSFER,7279549.2,0.0,0.0,8605323.51,15884872.71,0.0,7279549.200000001,7279549.2,0.845935466064138,-0.12143878158548138,Flagged for Review
C741437218,C246691976,TRANSFER,9943234.43,10179.0,0.0,0.0,9943234.43,10179.0,9943234.43,976.7420854616896,9943234.43,-0.12130457351597457,Flagged for Review
C835319896,C364877127,TRANSFER,9760390.4,35359.0,0.0,0.0,9760390.4,35359.0,9760390.4,276.02914027149325,9760390.4,-0.12130457351597457,Flagged for Review
C579482535,C550637876,TRANSFER,4557234.41,596925.75,0.0,16109595.82,20666830.23,596925.75,4557234.41,7.634495203976033,0.2828894143608989,-0.12128280610667308,Flagged for Review
C1453100724,C993777150,TRANSFER,4126812.91,0.0,0.0,15153082.7,19279895.61,0.0,4126812.91,4126812.91,0.2723414581284204,-0.12126365477125012,Flagged for Review
C593948278,C685509018,TRANSFER,3481213.67,0.0,0.0,16577871.74,20059085.41,0.0,3481213.67,3481213.67,0.20999157881097355,-0.12121321429872578,Flagged for Review
C810515982,C1615580424,TRANSFER,10000000.0,21126.0,0.0,1453673.57,14467307.5,21126.0,13013633.93,473.3279689496852,6.879118756270188,-0.12084024196530285,Flagged for Review
C716436961,C1458391293,TRANSFER,4916894.21,0.0,0.0,14267766.17,19184660.38,0.0,4916894.209999999,4916894.21,0.3446155345412747,-0.1208394683588978,Flagged for Review
C112983018,C1776957974,TRANSFER,9184215.82,56198.0,0.0,0.0,9184215.82,56198.0,9184215.82,163.42311820495027,9184215.82,-0.12081447682047919,Flagged for Review
C1904922681,C1033210853,TRANSFER,7494082.31,0.0,0.0,8969731.0,16463813.31,0.0,7494082.3100000005,7494082.31,0.835485643272285,-0.12075886064793284,Flagged for Review
C1264256658,C1263379281,TRANSFER,5489131.69,0.0,0.0,11502200.08,16991331.77,0.0,5489131.6899999995,5489131.69,0.4772244591988997,-0.12057015394098036,Flagged for Review
C485868377,C853766844,TRANSFER,9494678.44,12572.0,0.0,0.0,9460008.66,12572.0,9460008.66,755.1641167581324,9494678.44,-0.11994558665517241,Flagged for Review
C218058790,C891922506,TRANSFER,6541576.63,0.0,0.0,10424592.71,16966169.34,0.0,6541576.629999999,6541576.63,0.6275138208719694,-0.11979047051577407,Flagged for Review
C1042330139,C683373010,TRANSFER,6139195.85,0.0,0.0,10364390.96,16503586.81,0.0,6139195.85,6139195.85,0.5923353606939427,-0.11979047051577407,Flagged for Review
C1166454232,C263124,TRANSFER,6039053.12,0.0,0.0,10213708.89,16252762.01,0.0,6039053.119999999,6039053.12,0.5912693022456701,-0.11979047051577407,Flagged for Review
C21147113,C696261887,TRANSFER,7408672.29,0.0,0.0,7543758.31,14952430.61,0.0,7408672.3,7408672.29,0.9820928777750202,-0.11940085749107221,Flagged for Review
C1864776707,C1500894076,TRANSFER,7254286.29,0.0,0.0,7425282.98,14679569.28,0.0,7254286.299999999,7254286.29,0.976970888862893,-0.11940085749107221,Flagged for Review
C130215262,C1536661305,TRANSFER,3409046.65,0.0,0.0,18224789.41,21633836.06,0.0,3409046.6499999985,3409046.65,0.1870554652924538,-0.11917589984195698,Flagged for Review
C30504157,C1984361211,TRANSFER,3361589.13,0.0,0.0,16457469.53,19819058.66,0.0,3361589.130000001,3361589.13,0.2042591614472118,-0.11917589984195698,Flagged for Review
C1419919654,C220307583,TRANSFER,3176004.6,0.0,0.0,18172681.81,21348686.41,0.0,3176004.6000000015,3176004.6,0.17476806441877255,-0.11917589984195698,Flagged for Review
C1089957710,C2104652067,TRANSFER,3247790.82,0.0,0.0,17312737.95,20560528.77,0.0,3247790.8200000003,3247790.82,0.18759543648060378,-0.11917589984195698,Flagged for Review
C146568835,C367761308,TRANSFER,3452721.21,0.0,0.0,16616361.5,20069082.71,0.0,3452721.210000001,3452721.21,0.20779043608370965,-0.11917589984195698,Flagged for Review
C2106629167,C1203902467,TRANSFER,5679884.64,0.0,0.0,10484072.78,16163957.42,0.0,5679884.640000001,5679884.64,0.5417631313159263,-0.11911203587400354,Flagged for Review
C773335629,C1319744431,TRANSFER,6345459.82,0.0,0.0,10081784.19,16427244.01,0.0,6345459.82,6345459.82,0.6293984349412627,-0.11911203587400354,Flagged for Review
C1801384577,C636265213,TRANSFER,6938491.05,0.0,0.0,8424634.65,15363125.7,0.0,6938491.049999999,6938491.05,0.8235953859915591,-0.11906173936518838,Flagged for Review
C19334551,C1024208640,TRANSFER,7122209.03,0.0,0.0,8432441.15,15554650.18,0.0,7122209.029999999,7122209.03,0.8446199693169553,-0.11906173936518838,Flagged for Review
C1752194496,C1475040669,TRANSFER,8973013.69,11689.0,0.0,0.0,8973013.69,11689.0,8973013.69,767.5802985457656,8973013.69,-0.11892795437634707,Flagged for Review
C1040306713,C2132591504,TRANSFER,6466523.26,0.0,0.0,10000000.0,16466523.26,0.0,6466523.26,6466523.26,0.6466522613347738,-0.1187730479939123,Flagged for Review
C952748772,C620539824,TRANSFER,5958077.11,0.0,0.0,9927173.7,15885250.81,0.0,5958077.110000001,5958077.11,0.6001785291438461,-0.1187730479939123,Flagged for Review
C838907832,C1404526158,TRANSFER,8606256.63,375.0,0.0,0.0,8606256.63,375.0,8606256.63,22888.98039893617,8606256.63,-0.11825029747254123,Flagged for Review
C1690283356,C618048028,TRANSFER,6026114.1,0.0,0.0,6355757.01,12579377.83,0.0,6223620.82,6026114.1,0.9481346033814777,-0.11820626983535676,Flagged for Review
C1153070808,C738356563,TRANSFER,10000000.0,20706.0,0.0,268795.84,12754719.11,20706.0,12485923.27,482.9284782923649,37.2028183069414,-0.11807139251660137,Flagged for Review
C1420059650,C2049212513,TRANSFER,6872919.86,0.0,0.0,7539876.29,14412796.16,0.0,6872919.87,6872919.86,0.9115426678250357,-0.11804530227549415,Flagged for Review
C1032959800,C1674899618,TRANSFER,2957955.03,1563973.44,0.0,12588180.96,16762446.51,1563973.44,4174265.549999999,1.8913065037047536,0.23497873159119792,-0.11765830337451844,Flagged for Review
C1910674866,C239786772,TRANSFER,3862676.01,0.0,0.0,15537091.67,19399767.68,0.0,3862676.01,3862676.01,0.24860996146713463,-0.11752452848995709,Flagged for Review
C584351390,C1246973714,TRANSFER,2734676.06,0.0,0.0,91885030.09,94619706.14,0.0,2734676.049999997,2734676.06,0.029761932140191866,-0.1172523030922783,Flagged for Review
C1991470319,C1002776725,TRANSFER,4555122.77,9782.69,0.0,73483348.87,78038471.65,9782.69,4555122.780000001,465.5833095692933,0.06198850185870002,-0.11707084199633211,Flagged for Review
C1542945573,C1720463306,TRANSFER,2727939.48,0.0,0.0,97781176.16,100509115.64,0.0,2727939.480000004,2727939.48,0.027898411117880637,-0.11691415386953141,Flagged for Review
C167488694,C629818525,TRANSFER,9639052.83,9639052.83,0.0,0.0,0.0,9639052.83,0.0,0.9999998962553776,9639052.83,-0.11661689918640061,Flagged for Review
C1433301955,C929797843,TRANSFER,9453680.72,9453680.72,0.0,0.0,0.0,9453680.72,0.0,0.9999998942211057,9453680.72,-0.11661689918640061,Flagged for Review
C680303334,C1403353282,CASH_IN,519865.0,22811720.19,23331585.19,31368526.48,30848661.48,-519865.0,-519865.0,0.022789380760444056,0.01657282128819902,-0.11646242096373383,Flagged for Review
C859452152,C1017864257,TRANSFER,5029912.24,0.0,0.0,12024778.49,17054690.72,0.0,5029912.229999999,5029912.24,0.41829559071606726,-0.11643443038252477,Flagged for Review
C695348647,C1590550415,TRANSFER,2026545.3,0.0,0.0,18850715.66,21939087.4,0.0,3088371.7399999984,2026545.3,0.10750494724161856,-0.11607606119964753,Flagged for Review
C1241754059,C1261940778,TRANSFER,6985641.98,0.0,0.0,7224858.77,14210500.75,0.0,6985641.98,6985641.98,0.9668896286411938,-0.1158800496103155,Flagged for Review
C172626806,C230816700,TRANSFER,4025136.92,0.0,0.0,14817761.83,18842898.75,0.0,4025136.92,4025136.92,0.27164268764315214,-0.11576468384176997,Flagged for Review
C875210166,C694217411,TRANSFER,2322723.62,75614.0,0.0,0.0,5590125.07,75614.0,5590125.07,30.717762613238115,2322723.62,-0.11574357954680148,Flagged for Review
C123484969,C1683963531,TRANSFER,5966131.39,0.0,0.0,9495062.39,15461193.77,0.0,5966131.379999999,5966131.39,0.6283403432865338,-0.11572902789245143,Flagged for Review
C809573102,C1156804553,CASH_IN,497455.42,24170310.75,24667766.17,32035749.46,31538294.03,-497455.4200000018,-497455.4299999997,0.020581257914474356,0.015528133814786868,-0.11544949882185551,Flagged for Review
C1465134835,C1013138721,TRANSFER,5513960.51,0.0,0.0,9776065.28,15290025.79,0.0,5513960.51,5513960.51,0.5640265063751184,-0.11539156559954,Flagged for Review
C1299159230,C1428008199,TRANSFER,6125175.42,0.0,0.0,8398374.34,14523549.76,0.0,6125175.42,6125175.42,0.7293286108358191,-0.11534151802546944,Flagged for Review
C1632098493,C748299915,TRANSFER,5650940.3,128198.2,0.0,19345750.53,24996690.83,128198.2,5650940.299999997,44.079372570187644,0.29210239215762324,-0.11525675922513734,Flagged for Review
C1237709087,C15869100,TRANSFER,10000000.0,10303.0,0.0,2169670.5,14903382.65,10303.0,12733712.15,970.4968944099379,4.608992651652565,-0.11494849181889566,Flagged for Review
C364617026,C1664077486,TRANSFER,8208916.0,8208916.0,0.0,0.0,0.0,8208916.0,0.0,0.9999998781812509,8208916.0,-0.11492910869270234,Flagged for Review
C920327149,C118210084,TRANSFER,9228514.1,9228514.1,0.0,0.0,0.0,9228514.1,0.0,0.9999998916402055,9228514.1,-0.11492910869270234,Flagged for Review
C350075961,C189759004,TRANSFER,6436829.27,0.0,0.0,8212760.0,14649589.28,0.0,6436829.279999999,6436829.27,0.7837594774765757,-0.1146670950411004,Flagged for Review
C1446703147,C135983976,TRANSFER,5877382.26,0.0,0.0,9163256.99,15040639.25,0.0,5877382.26,5877382.26,0.6414074848066129,-0.1146670950411004,Flagged for Review
C911265826,C734900002,TRANSFER,4945779.34,0.0,0.0,11818060.86,16763840.2,0.0,4945779.34,4945779.34,0.4184932689123697,-0.11441003148009976,Flagged for Review
C1191681942,C916997353,TRANSFER,8020192.15,8020192.15,0.0,0.0,0.0,8020192.15,0.0,0.9999998753147236,8020192.15,-0.11425505758125287,Flagged for Review
C67666495,C314518977,TRANSFER,2972557.81,0.0,0.0,16250640.76,19223198.56,0.0,2972557.799999999,2972557.81,0.1829194104393327,-0.11415663582477242,Flagged for Review
C1235420545,C475884382,TRANSFER,10000000.0,519994.0,0.0,1492987.91,12195022.32,519994.0,10702034.41,19.230954143789845,6.697973396198904,-0.11409541491615771,Flagged for Review
C1579758003,C1535628839,TRANSFER,5617362.84,0.0,0.0,8873955.34,14491318.18,0.0,5617362.84,5617362.84,0.633016731745606,-0.11399328018953625,Flagged for Review
C1442597477,C819110094,TRANSFER,3187587.35,0.0,0.0,15775878.29,18963465.64,0.0,3187587.3500000015,3187587.35,0.20205449670374603,-0.1138119153362882,Flagged for Review
C1506924762,C2104822653,TRANSFER,10000000.0,21530.0,0.0,1327298.45,13381083.41,21530.0,12053784.96,464.44661186196646,7.534094887178624,-0.11340065066496996,Flagged for Review
C176378959,C563306016,TRANSFER,5281592.12,0.0,0.0,10171391.35,15452983.47,0.0,5281592.120000001,5281592.12,0.5192595013798676,-0.11236124486113697,Flagged for Review
C1412431318,C294142662,TRANSFER,6093087.06,0.0,0.0,8040185.38,14133272.45,0.0,6093087.069999999,6093087.06,0.7578290815691264,-0.11217557554899438,Flagged for Review
C1854407473,C322199353,TRANSFER,5075180.53,0.0,0.0,8352788.73,13646396.38,0.0,5293607.65,5075180.53,0.6076030516812735,-0.11206548146567841,Flagged for Review
C251959110,C1346829337,TRANSFER,6227091.09,0.0,0.0,6555774.07,12782865.15,0.0,6227091.08,6227091.09,0.949863444598016,-0.1118397157061417,Flagged for Review
C2091144795,C50414535,TRANSFER,5905099.61,0.0,0.0,7376334.67,13281434.27,0.0,5905099.6,5905099.61,0.8005464873319682,-0.11150400732124399,Flagged for Review
C1577159528,C714389508,TRANSFER,6525154.31,0.0,0.0,6761782.24,13286936.55,0.0,6525154.3100000005,6525154.31,0.965004951859415,-0.11150400732124399,Flagged for Review
C989323525,C169316538,TRANSFER,6327939.34,0.0,0.0,6436676.96,12764616.3,0.0,6327939.340000001,6327939.34,0.983106406647071,-0.11150400732124399,Flagged for Review
C564035485,C285041377,TRANSFER,6465538.57,0.0,0.0,6719979.33,13185517.9,0.0,6465538.57,6465538.57,0.9621365320276168,-0.11150400732124399,Flagged for Review
C736975204,C2040888281,TRANSFER,5889746.71,0.0,0.0,6600654.55,12490401.26,0.0,5889746.71,5889746.71,0.8922972370524622,-0.11150400732124399,Flagged for Review
C1854691195,C1064659382,TRANSFER,5978350.61,0.0,0.0,7628911.81,13607262.42,0.0,5978350.61,5978350.61,0.7836438505580458,-0.11116845032600042,Flagged for Review
C1824693572,C1970401163,CASH_OUT,8443528.7,8443528.7,0.0,0.0,8443528.7,8443528.7,8443528.7,0.999999881566118,8443528.7,-0.111074294864286,Flagged for Review
C923053190,C1289453529,TRANSFER,5330420.8,0.0,0.0,8940563.3,14270984.09,0.0,5330420.789999999,5330420.8,0.596206304338083,-0.11096862430969423,Flagged for Review
C1978071511,C1981215192,TRANSFER,5595621.88,0.0,0.0,6716541.42,12312163.29,0.0,5595621.869999999,5595621.88,0.8331104800794216,-0.11083304465214094,Flagged for Review
C595838329,C28810709,TRANSFER,6259191.35,0.0,0.0,6984041.4,13243232.75,0.0,6259191.35,6259191.35,0.8962132517981276,-0.11083304465214094,Flagged for Review
C185104377,C1326638752,TRANSFER,5652438.14,0.0,0.0,7545949.86,13198388.0,0.0,5652438.14,5652438.14,0.7490690364766037,-0.11049779023142614,Flagged for Review
C2040856570,C322477364,TRANSFER,5549660.97,0.0,0.0,6958550.09,12508211.06,0.0,5549660.970000001,5549660.97,0.797531109310286,-0.11049779023142614,Flagged for Review
C1949665762,C2131163126,TRANSFER,5648866.52,0.0,0.0,7796764.08,13445630.59,0.0,5648866.51,5648866.52,0.7245141365731644,-0.11049779023142614,Flagged for Review
C8377454,C2100559328,TRANSFER,5589104.11,0.0,0.0,8353699.65,13942803.76,0.0,5589104.109999999,5589104.11,0.6690572650577322,-0.11049779023142614,Flagged for Review
C533440533,C596432965,TRANSFER,5528541.52,0.0,0.0,6705920.33,12234461.85,0.0,5528541.52,5528541.52,0.8244268383029181,-0.11049779023142614,Flagged for Review
C503482371,C1961818552,TRANSFER,5163728.09,0.0,0.0,10199781.35,15363509.44,0.0,5163728.09,5163728.09,0.5062586546270764,-0.11027835825328225,Flagged for Review
C2038479425,C1300852801,TRANSFER,5532475.57,0.0,0.0,7189749.21,12722224.78,0.0,5532475.569999999,5532475.57,0.7694948236595275,-0.11016268699564769,Flagged for Review
C1008577919,C224326541,TRANSFER,5792408.64,0.0,0.0,7240293.27,13032701.91,0.0,5792408.640000001,5792408.64,0.8000239249944188,-0.10982773487662778,Flagged for Review
C346023518,C1087830097,TRANSFER,4602984.41,0.0,0.0,12292039.36,16895023.77,0.0,4602984.41,4602984.41,0.37446870293224455,-0.10937562757775343,Flagged for Review
C460473792,C1471325561,TRANSFER,8015611.45,61430.0,0.0,0.0,8015611.45,61430.0,8015611.45,130.4815394507659,8015611.45,-0.10897045473425848,Flagged for Review
C1204731594,C2042394491,TRANSFER,2451273.61,0.0,0.0,62334307.92,64785581.54,0.0,2451273.6199999973,2451273.61,0.03932462960559922,-0.10844048002462159,Flagged for Review
C56111118,C1842994017,CASH_OUT,2623975.76,0.0,0.0,28114597.83,30738573.59,0.0,2623975.7600000016,2623975.76,0.09333143168310326,-0.10817559759726558,Flagged for Review
C1059173473,C44870833,TRANSFER,2258891.42,0.0,0.0,124455236.35,126714127.77,0.0,2258891.420000002,2258891.42,0.01815023190745616,-0.10815586798215926,Flagged for Review
C306608255,C962099907,TRANSFER,2765907.85,0.0,0.0,26567933.67,29333841.51,0.0,2765907.84,2765907.85,0.10410699530676014,-0.10806633799618715,Flagged for Review
C1531730002,C128931614,TRANSFER,4117891.64,0.0,0.0,13298264.31,17416155.96,0.0,4117891.6500000004,4117891.64,0.3096563005780488,-0.10803814387699306,Flagged for Review
C1266240193,C1229672557,TRANSFER,4972300.2,0.0,0.0,10000000.0,14972300.2,0.0,4972300.199999999,4972300.2,0.497229970277003,-0.10793649841320718,Flagged for Review
C1569798194,C556396592,TRANSFER,2979114.36,0.0,0.0,15242086.3,18221200.66,0.0,2979114.3599999994,2979114.36,0.19545317523538916,-0.10777632387846858,Flagged for Review
C1129706670,C99275333,TRANSFER,4726780.37,0.0,0.0,11272278.5,15999058.87,0.0,4726780.369999999,4726780.37,0.4193278182997503,-0.1077041498330833,Flagged for Review
C1635448033,C645819421,CASH_IN,604655.29,15549053.01,16153708.3,20317906.47,19559832.02,-604655.290000001,-758074.4499999993,0.03888695026791537,0.029759722594110232,-0.10764366807068815,Flagged for Review
C366125393,C875816541,TRANSFER,5417287.65,0.0,0.0,7966144.25,13383431.9,0.0,5417287.65,5417287.65,0.680038774085873,-0.1071535499565891,Flagged for Review
C1839516085,C162909921,TRANSFER,7934125.22,21535.0,0.0,0.0,7934125.22,21535.0,7934125.22,368.41220375185736,7934125.22,-0.1070745902735879,Flagged for Review
C190476512,C803116137,TRANSFER,1125081.99,0.0,0.0,16748614.03,23768107.88,0.0,7019493.85,1125081.99,0.06717462834895668,-0.10697308653618642,Flagged for Review
C2074374597,C1935837041,TRANSFER,7605738.46,102550.0,0.0,0.0,7605738.46,102550.0,7605738.46,74.16542461799494,7605738.46,-0.10696622861737826,Flagged for Review
C1334222248,C290777218,TRANSFER,5002945.97,0.0,0.0,10132016.47,15134962.44,0.0,5002945.969999999,5002945.97,0.4937758925913103,-0.10693510551408392,Flagged for Review
C13455851,C378590917,TRANSFER,5261879.49,0.0,0.0,7294382.43,12556261.92,0.0,5261879.49,5261879.49,0.721360419354868,-0.10681995482546691,Flagged for Review
C1782455134,C1925953183,TRANSFER,2471849.65,419245.57,0.0,63577739.46,66049589.11,419245.57,2471849.6499999985,5.895932911269852,0.03887916796217643,-0.10673760365671636,Flagged for Review
C1090207805,C780187080,TRANSFER,2929471.68,0.0,0.0,15923512.68,18852984.36,0.0,2929471.6799999997,2929471.68,0.1839714361334351,-0.10673121442544653,Flagged for Review
C1152927372,C625104946,TRANSFER,6940524.69,834149.37,0.0,8608607.41,15549132.1,834149.37,6940524.6899999995,8.320471871276638,0.8062307354970047,-0.10669460015280441,Flagged for Review
C275570259,C1028398685,TRANSFER,5497090.92,0.0,0.0,5801643.2,11298734.13,0.0,5497090.930000001,5497090.92,0.94750569502349,-0.10660115805410131,Flagged for Review
C1339600530,C326127127,TRANSFER,5774969.83,0.0,0.0,5829145.07,11604114.89,0.0,5774969.82,5774969.83,0.990705973164951,-0.10626781202732927,Flagged for Review
C377457723,C1716083300,TRANSFER,5270941.57,0.0,0.0,6684313.09,11955254.66,0.0,5270941.57,5270941.57,0.7885538439741392,-0.10615321580539216,Flagged for Review
C921234593,C1604106607,TRANSFER,3970608.1,0.0,0.0,13976565.5,17947173.6,0.0,3970608.1000000015,3970608.1,0.2840903808528368,-0.10602855330968775,Flagged for Review
C303575023,C812827756,TRANSFER,4737183.57,0.0,0.0,10078614.1,14815797.66,0.0,4737183.5600000005,4737183.57,0.47002326440663467,-0.10593506675602382,Flagged for Review
C119216420,C878374257,TRANSFER,2654068.84,0.0,0.0,22602777.6,25166715.72,0.0,2563938.1199999973,2654068.84,0.11742223763586304,-0.10539849755316588,Flagged for Review
C1315328356,C128307343,TRANSFER,3567168.03,110040.0,0.0,29771183.07,33338351.1,110040.0,3567168.030000001,32.4167176779564,0.1198194879186745,-0.10525184208741967,Flagged for Review
C2135538777,C1944704208,TRANSFER,5311498.09,0.0,0.0,5967865.82,11279363.91,0.0,5311498.09,5311498.09,0.8900161900730887,-0.10515423436355864,Flagged for Review
C397366189,C932672903,TRANSFER,4125478.76,0.0,0.0,11742650.52,15868129.28,0.0,4125478.76,4125478.76,0.35132429442988355,-0.10508697207553641,Flagged for Review
C589189906,C1023962161,TRANSFER,5080951.94,0.0,0.0,8911079.8,13992031.73,0.0,5080951.93,5080951.94,0.5701835786294296,-0.10508522393405795,Flagged for Review
C1775994429,C819498334,TRANSFER,5240908.88,0.0,0.0,6085142.85,11326051.74,0.0,5240908.890000001,5240908.88,0.8612629395770159,-0.10482154083546358,Flagged for Review
C1717453749,C1155163560,TRANSFER,908979.75,0.0,0.0,20000000.0,35756541.47,0.0,15756541.469999999,908979.75,0.04544898522755074,-0.10444547250284286,Flagged for Review
C1823194729,C1786222803,TRANSFER,7753622.55,2127.0,0.0,0.0,7753622.55,2127.0,7753622.55,3643.619619360902,7753622.55,-0.10407796400738567,Flagged for Review
C340337856,C1365765031,TRANSFER,3871383.22,0.0,0.0,13200236.58,17071619.8,0.0,3871383.2200000007,3871383.22,0.293281328956202,-0.10403227822980543,Flagged for Review
C1605555935,C348655001,TRANSFER,5652739.69,5652739.69,0.0,0.0,0.0,5652739.69,0.0,0.9999998230946624,5652739.69,-0.10380745223456489,Flagged for Review
C1632129790,C1449704632,TRANSFER,6262505.91,6262505.91,0.0,0.0,0.0,6262505.91,0.0,0.9999998403195375,6262505.91,-0.10380745223456489,Flagged for Review
C792210759,C1529014335,TRANSFER,5227938.28,0.0,0.0,7128704.19,12356642.48,0.0,5227938.29,5227938.28,0.7333643544880554,-0.10375547413004516,Flagged for Review
C1455635891,C1642599478,TRANSFER,5141912.84,0.0,0.0,6635084.01,11776996.85,0.0,5141912.84,5141912.84,0.7749580950734496,-0.10342341138103528,Flagged for Review
C1916518108,C2091631147,TRANSFER,5173126.76,0.0,0.0,8307953.9,13481080.66,0.0,5173126.76,5173126.76,0.6226715024656669,-0.10342341138103528,Flagged for Review
C1023501341,C85102332,TRANSFER,5144679.71,0.0,0.0,6482753.08,11627432.79,0.0,5144679.709999999,5144679.71,0.7935947664391427,-0.10342341138103528,Flagged for Review
C260163594,C1366324846,TRANSFER,5050412.16,0.0,0.0,6261445.98,11311858.13,0.0,5050412.15,5050412.16,0.8065886649095286,-0.10342341138103528,Flagged for Review
C938824171,C1374126829,TRANSFER,5060979.03,0.0,0.0,6794258.63,11855237.66,0.0,5060979.03,5060979.03,0.7448904377532597,-0.10342341138103528,Flagged for Review
C1762906014,C909263528,TRANSFER,3436413.13,29616.74,0.0,47280501.27,50716914.41,29616.74,3436413.139999993,116.02550127052231,0.07268140068343651,-0.10341184384111768,Flagged for Review
C1448973498,C1795178972,TRANSFER,3856483.67,0.0,0.0,12415208.83,16271692.5,0.0,3856483.67,3856483.67,0.3106257343054507,-0.10303616484172584,Flagged for Review
C829970636,C691489263,TRANSFER,3879373.28,0.0,0.0,12114757.74,15994131.02,0.0,3879373.2799999993,3879373.28,0.32021878134405174,-0.10303616484172584,Flagged for Review
C1032698832,C1335926666,TRANSFER,2283353.56,0.0,0.0,40076861.32,42360214.89,0.0,2283353.5700000003,2283353.56,0.056974359463777505,-0.10282915273961402,Flagged for Review
C866519045,C945481527,TRANSFER,3796246.69,0.0,0.0,12080721.65,15876968.34,0.0,3796246.6899999995,3796246.69,0.31424003348011637,-0.10270442646943467,Flagged for Review
C179320324,C1819052020,TRANSFER,2634419.21,986661.69,0.0,3903289.22,9464707.75,986661.69,5561418.529999999,2.67003023089887,0.6749227091804616,-0.10266209237436053,Flagged for Review
C1701216783,C1241223356,TRANSFER,5066035.03,0.0,0.0,5278371.22,10484148.16,0.0,5205776.94,5066035.03,0.9597722212170934,-0.10265058441191643,Flagged for Review
C94269091,C2096924215,TRANSFER,5566368.02,5566368.02,0.0,0.0,0.0,5566368.02,0.0,0.9999998203496756,5566368.02,-0.10248000574632654,Flagged for Review
C1950353295,C1657975959,TRANSFER,10000000.0,10632.0,0.0,201449.47,11196126.64,10632.0,10994677.17,940.4683532399134,49.63999339390968,-0.10245913587461064,Flagged for Review
C2003297208,C747248533,TRANSFER,5363594.86,5363594.86,0.0,0.0,0.0,5363594.86,0.0,0.9999998135579141,5363594.86,-0.10214851817722304,Flagged for Review
